FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-91,3170186,POINT (16.297286872794626 48.23786516612376),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-90,3170187,POINT (16.309855743743142 48.16848757585695),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-8f,3170188,POINT (16.45167987427541 48.2826285519242),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-8e,3170189,POINT (16.32690476753295 48.202327733303285),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-8d,3170190,POINT (16.371496396388416 48.209571356343666),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-8c,3170191,POINT (16.28379589110181 48.226789229944295),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-8b,3170192,POINT (16.445666172041758 48.254390173638846),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-8a,3170193,POINT (16.415576638426522 48.205252205479624),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-89,3170194,POINT (16.336426619352157 48.21616866172645),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-88,3170195,POINT (16.3199634211367 48.204558609987004),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-87,3170196,POINT (16.438101967864156 48.20762123495586),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-86,3170197,POINT (16.42043874419801 48.227025167195414),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-85,3170198,POINT (16.4258461372315 48.22453598593442),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-84,3170199,POINT (16.41656152272362 48.217785239165494),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-83,3170200,POINT (16.38609215724341 48.242724547716286),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-82,3170201,POINT (16.417050039758404 48.222538254143615),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-81,3170202,POINT (16.43313081816549 48.20587923249907),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-80,3170203,POINT (16.40280933048882 48.23351489395362),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-7f,3170204,POINT (16.413887929232658 48.21970952056956),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-7e,3170205,POINT (16.40531671297916 48.23100026764618),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-7d,3170206,POINT (16.40292978346461 48.228062893623935),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-7c,3170207,POINT (16.35197895854269 48.19391550753574),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-7b,3170208,POINT (16.34945794809321 48.22440667716329),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-7a,3170209,POINT (16.44003536560268 48.14690507597137),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-79,3170210,POINT (16.34393035989039 48.2703074717286),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-78,3170211,POINT (16.35096442836425 48.19955186522398),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-77,3170212,POINT (16.38188599293458 48.2135490187252),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-76,3170213,POINT (16.49848608619271 48.255423357583744),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-75,3170214,POINT (16.383323486299332 48.15005816456918),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-74,3170215,POINT (16.33652132564602 48.208809403527766),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-73,3170216,POINT (16.348553617023732 48.214920864117566),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-72,3170217,POINT (16.33174290573515 48.21730212618716),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-71,3170218,POINT (16.229706318602705 48.148997214633106),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-70,3170219,POINT (16.321726068458783 48.21869958717282),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-6f,3170220,POINT (16.49403994440986 48.225675369388554),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-6e,3170221,POINT (16.339775128927386 48.20612460014884),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-6d,3170222,POINT (16.54514249978599 48.23316682054946),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-6c,3170223,POINT (16.34766500565915 48.19107912291063),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-6b,3170224,POINT (16.335206363137278 48.21115689994906),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-6a,3170225,POINT (16.334792433744184 48.20909443196395),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-69,3170226,POINT (16.331862881774406 48.2095259945259),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-68,3170227,POINT (16.352465943093964 48.20815719228046),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-67,3170228,POINT (16.362560540138112 48.22577632889322),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-66,3170229,POINT (16.4233675381151 48.2263195528572),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-65,3170230,POINT (16.422343797540556 48.229357577101645),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-64,3170231,POINT (16.281594378622454 48.24206764295251),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-63,3170232,POINT (16.273830323048955 48.24251439102401),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-62,3170233,POINT (16.418566078301655 48.24584007021086),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-61,3170234,POINT (16.41795653315602 48.25325761081453),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-60,3170235,POINT (16.47096582305239 48.25763211983203),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-5f,3170236,POINT (16.462093068094827 48.257457282449245),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-5e,3170237,POINT (16.50095935351319 48.2562508112874),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-5d,3170238,POINT (16.445044424986435 48.2617467056086),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-5c,3170239,POINT (16.328637992189304 48.20727731599407),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-5b,3170240,POINT (16.399169328672123 48.256408682963624),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-5a,3170241,POINT (16.470810887546925 48.20841782541726),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-59,3170242,POINT (16.327906775252686 48.21567362729822),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-58,3170243,POINT (16.359561476626997 48.21097710167463),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-57,3170244,POINT (16.422109062677674 48.24436062017764),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-56,3170245,POINT (16.364765947743585 48.214135215645726),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-55,3170246,POINT (16.372952151934467 48.25554982010351),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-54,3170247,POINT (16.49713368840875 48.21181542949965),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-53,3170248,POINT (16.432488293462615 48.24457307943221),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-52,3170249,POINT (16.485733142479347 48.20238106739251),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-51,3170250,POINT (16.380933200848634 48.30114626194257),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-50,3170251,POINT (16.40538091115044 48.30407622294487),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4f,3170252,POINT (16.276455992011243 48.24005750096564),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4e,3170253,POINT (16.474262585404894 48.20559624291046),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4d,3170254,POINT (16.268882285340137 48.245239335810375),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4c,3170255,POINT (16.358421991262915 48.209272037145254),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4b,3170256,POINT (16.338932423115274 48.21168004353245),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4a,3170257,POINT (16.415037661603122 48.243562518872004),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-49,3170258,POINT (16.342076680082524 48.21196589915397),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-48,3170259,POINT (16.450558286904528 48.213169626776136),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-47,3170260,POINT (16.41265487050078 48.22057124820074),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-46,3170261,POINT (16.341579829475656 48.1897150654744),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-45,3170262,POINT (16.47642219804756 48.2059960747712),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-44,3170263,POINT (16.3654460329817 48.21190396224585),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-43,3170264,POINT (16.337252778663643 48.20520482456968),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-42,3170265,POINT (16.253667130952472 48.14507911000751),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-41,3170266,POINT (16.372443031968547 48.21097493747428),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-40,3170267,POINT (16.342440963300525 48.21192659917869),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3f,3170268,POINT (16.465803530945642 48.21076397774423),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3e,3170269,POINT (16.400781246267805 48.212953287631315),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3d,3170270,POINT (16.45565290319137 48.21062045865998),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3c,3170271,POINT (16.473839486791537 48.21137686686141),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3b,3170272,POINT (16.42034327388398 48.21505216653403),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3a,3170273,POINT (16.335556146040986 48.204077079007135),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-39,3170274,POINT (16.318394671487294 48.19929714129289),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-38,3170275,POINT (16.37666983522894 48.211706256899944),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-37,3170276,POINT (16.40524828843552 48.23679339166597),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-36,3170277,POINT (16.40398854809163 48.2272450444841),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-35,3170278,POINT (16.451858508391233 48.22122037837236),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-34,3170279,POINT (16.49236681812421 48.21742270939735),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-33,3170280,POINT (16.2914537051729 48.23321618285814),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-32,3170281,POINT (16.298873666646085 48.23099312171325),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-31,3170282,POINT (16.440399421951568 48.227105345556055),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-30,3170283,POINT (16.450660327845664 48.19427564135364),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-2f,3170284,POINT (16.37759356459687 48.23978984844576),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-2e,3170285,POINT (16.366641141655638 48.27816826755661),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-2d,3170286,POINT (16.40460230619062 48.23685540839599),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-2c,3170287,POINT (16.33055424513183 48.21411333035367),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-2b,3170288,POINT (16.337566833476778 48.21500958056816),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-2a,3170289,POINT (16.44550056170268 48.20241482106067),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-29,3170290,POINT (16.442380898738364 48.20589614710372),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-28,3170291,POINT (16.458370602959132 48.1957001875772),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-27,3170292,POINT (16.4863589604092 48.25131932941427),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-26,3170293,POINT (16.485277252494093 48.22087328766387),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-25,3170294,POINT (16.461998582685485 48.25998271161918),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-24,3170295,POINT (16.38744557182124 48.21949432481821),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-23,3170296,POINT (16.50443025827445 48.23843090212016),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-22,3170297,POINT (16.456925444226524 48.21585481411947),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-21,3170298,POINT (16.36817145603171 48.21454566827907),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-20,3170299,POINT (16.430079499882982 48.2080078057035),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1f,3170300,POINT (16.248173033618496 48.21001298784135),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1e,3170301,POINT (16.371075896868554 48.232755859273745),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1d,3170302,POINT (16.489669683149117 48.226494144674504),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1c,3170303,POINT (16.320992420714155 48.224380864621544),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1b,3170304,POINT (16.497447655289136 48.251103344839386),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1a,3170305,POINT (16.458953000661232 48.21639216864306),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-19,3170306,POINT (16.457821108214546 48.2182978637759),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-18,3170307,POINT (16.426462955808454 48.22140308228971),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-17,3170308,POINT (16.44573349971943 48.21795793811611),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-16,3170309,POINT (16.45081745943939 48.256900036290205),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-15,3170310,POINT (16.54255199141724 48.219300097803874),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-14,3170311,POINT (16.325335416990537 48.21052231571011),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-13,3170312,POINT (16.328857622657736 48.212530111868446),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-12,3170313,POINT (16.37571704250951 48.20864375101366),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-11,3170314,POINT (16.388835640391704 48.227816726181594),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-10,3170315,POINT (16.371160983095056 48.228805689470896),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-f,3170316,POINT (16.328704763666416 48.23156470176321),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-e,3170317,POINT (16.385030869188597 48.19829122818264),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-d,3170318,POINT (16.39389016588217 48.19973492148531),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-c,3170319,POINT (16.458391470561683 48.213025046822075),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-b,3170320,POINT (16.332859209968266 48.209501565647734),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-a,3170321,POINT (16.383972000150077 48.2061239456655),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-9,3170322,POINT (16.373604762118255 48.2097107659336),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-8,3170323,POINT (16.35936613994482 48.21851647995832),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-7,3170324,POINT (16.329623350184075 48.184753765366445),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-6,3170325,POINT (16.35955510084148 48.218539644980844),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-5,3170326,POINT (16.34083835602913 48.21749962864259),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-4,3170327,POINT (16.475609337030907 48.194534218281966),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-3,3170328,POINT (16.43975611257153 48.23783126839304),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-2,3170329,POINT (16.42309726556081 48.31700930971967),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1,3170330,POINT (16.32999111432399 48.19126928046414),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_0,3170331,POINT (16.43148128920949 48.24901627214377),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_1,3170332,POINT (16.356676828338486 48.19662581133572),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_2,3170333,POINT (16.283038692123004 48.226034327904166),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_3,3170334,POINT (16.3267576174943 48.17071135298858),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_4,3170335,POINT (16.316785892867568 48.2544266882768),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_5,3170336,POINT (16.3314433860143 48.22299762831804),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_6,3170337,POINT (16.360382418023786 48.201772346267774),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_7,3170338,POINT (16.461614412030286 48.19218835616991),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_8,3170339,POINT (16.45928546058527 48.22569905457252),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_9,3170340,POINT (16.312042313716812 48.21851576288231),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_a,3170341,POINT (16.28690142404063 48.235501624893274),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_b,3170342,POINT (16.34858005040016 48.19211239910808),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_c,3170343,POINT (16.376039258940843 48.21156700803995),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_d,3170344,POINT (16.33557196644069 48.20908522484805),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_e,3170345,POINT (16.402290931133102 48.30865927184982),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_f,3170346,POINT (16.462274356894337 48.262273198414455),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_10,3170347,POINT (16.408523051346815 48.252517145552225),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_11,3170348,POINT (16.409709224473396 48.1967680012938),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_12,3170349,POINT (16.399172319861513 48.194399713929954),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_13,3170350,POINT (16.32977074797214 48.18066429365395),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_14,3170351,POINT (16.43417577235873 48.24331067990841),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_15,3170352,POINT (16.330045125849953 48.177978538155806),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_16,3170353,POINT (16.354188440549706 48.226105330452775),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_17,3170354,POINT (16.323174917160866 48.18177029918273),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_18,3170355,POINT (16.402784658879657 48.255726767765964),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_19,3170356,POINT (16.311855459834003 48.21836526997545),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_1a,3170357,POINT (16.294834810011892 48.17650350851865),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_1b,3170358,POINT (16.222621396938425 48.15324063130005),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_1c,3170359,POINT (16.366697325481372 48.22717944738046),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_1d,3170360,POINT (16.381453385787427 48.24680901667606),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_1e,3170361,POINT (16.494588870322463 48.19425667808869),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_1f,3170362,POINT (16.464887105579397 48.15449796419257),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_20,3170363,POINT (16.37066459939727 48.20638517631587),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_21,3170364,POINT (16.333531837906175 48.20929942877119),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_22,3170365,POINT (16.330346415444648 48.209878436272845),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_23,3170366,POINT (16.329667713588183 48.20987013085528),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_24,3170367,POINT (16.306025301462117 48.19567939408379),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_25,3170368,POINT (16.36416229964613 48.2066496429665),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_26,3170369,POINT (16.32237048005674 48.22104168919007),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_27,3170370,POINT (16.399556355155752 48.197608983939375),Trinkhydrant mit Tränke,18,
