cidade;ano;pib;mat1517;veiculos;motos;populacao;pop1519;pop2024;pop2529;pop60p;ibge;jovem;pjovem;pmotos;pmat;rodovia
Pardinho;2012;175857,6;74,43;2821;383;5735;514;491;438;12,66;3536109;1443;25,16129032;13,57674583;1,297820401;25
Pardinho;2013;196094,08;75,87;3173;417;5817;524;498;458;12,88;3536109;1480;25,44266804;13,14213678;1,304280557;25
Pardinho;2014;222032,31;62,78;3385;424;5901;530;507;478;13,15;3536109;1515;25,67361464;12,52584934;1,063887477;25
Pardinho;2015;;57,55;3518;436;5985;534;515;498;13,45;3536109;1547;25,84795322;12,39340534;0,961570593;25
Pardinho;2016;;;;;6064;522;529;507;13,59;3536109;1558;25,69261214;;;25
Pariquera-Açu;2010;283148,13;75,78;5347;1651;18439;1655;1497;1478;12,64;3536208;4630;25,10982157;30,87712736;0,410976734;55
Pariquera-Açu;2011;296261,32;79,38;5930;1839;18522;1682;1518;1470;12,87;3536208;4670;25,21325991;31,01180438;0,428571429;55
Pariquera-Açu;2012;347537,23;80,85;6599;2054;18605;1710;1539;1462;13,13;3536208;4711;25,32115023;31,12592817;0,434560602;55
Pariquera-Açu;2013;371114,3;79,83;7148;2217;18690;1733;1558;1453;13,35;3536208;4744;25,38255752;31,01566872;0,427126806;55
Pariquera-Açu;2014;397382,92;76,89;7754;2353;18774;1760;1578;1444;13,56;3536208;4782;25,47139661;30,34562806;0,409555769;55
Pariquera-Açu;2015;;65,92;8170;2454;18859;1784;1597;1433;13,79;3536208;4814;25,52627393;30,03671971;0,349541333;55
Pariquera-Açu;2016;;;;;18937;1699;1626;1456;14,07;3536208;4781;25,2468712;;;55
Parisi;2010;21382,46;75;842;247;2031;145;170;166;17,18;3536257;481;23,68291482;29,33491686;3,692762186;
Parisi;2011;23444,03;63,41;902;258;2035;143;165;172;17,44;3536257;480;23,58722359;28,60310421;3,115970516;
Parisi;2012;25971,78;78,05;1025;281;2038;140;160;175;17,81;3536257;475;23,30716389;27,41463415;3,829735034;
Parisi;2013;28074,78;92,59;1119;288;2041;138;154;177;18,28;3536257;469;22,9789319;25,73726542;4,536501715;
Parisi;2014;33330,9;80;1179;304;2044;136;149;174;18,69;3536257;459;22,45596869;25,78456319;3,913894325;
Parisi;2015;;79,75;1216;316;2048;134;145;170;19,09;3536257;449;21,92382813;25,98684211;3,894042969;
Parisi;2016;;;;;2049;130;143;165;19,67;3536257;438;21,37628111;;;
Patrocínio Paulista;2010;367399,01;56,86;4409;615;12986;1173;1087;1107;11,79;3536307;3367;25,92792238;13,94874121;0,437856153;16
Patrocínio Paulista;2011;452858,49;55,92;4832;695;13135;1168;1111;1110;12,1;3536307;3389;25,80129425;14,38327815;0,425732775;16
Patrocínio Paulista;2012;550472,08;58,74;5345;766;13286;1142;1136;1117;12,43;3536307;3395;25,55321391;14,33115061;0,442119524;16
Patrocínio Paulista;2013;628260,59;65,02;5828;816;13440;1130;1166;1119;12,75;3536307;3415;25,40922619;14,00137268;0,483779762;16
Patrocínio Paulista;2014;721833,7;64,63;6234;865;13594;1116;1189;1124;13,09;3536307;3429;25,22436369;13,87552133;0,475430337;16
Patrocínio Paulista;2015;;63,2;6516;932;13750;1101;1210;1127;13,45;3536307;3438;25,00363636;14,30325353;0,459636364;16
Patrocínio Paulista;2016;;;;;13890;1080;1200;1150;13,82;3536307;3430;24,69402448;;;16
Paulicéia;2010;143885,24;65,99;2722;727;6330;568;552;540;11,09;3536406;1660;26,22432859;26,70830272;1,042496051;7
Paulicéia;2011;153934,42;68;3138;827;6413;581;561;549;11,35;3536406;1691;26,36831436;26,35436584;1,060346172;7
Paulicéia;2012;161818,65;65,8;3547;927;6497;577;573;560;11,61;3536406;1710;26,31983993;26,13476177;1,012775127;7
Paulicéia;2013;195346,73;63,87;3965;1033;6583;581;592;568;11,89;3536406;1741;26,4469087;26,05296343;0,970226341;7
Paulicéia;2014;207886,99;66,86;4212;1079;6669;586;599;577;12,19;3536406;1762;26,42075274;25,61728395;1,002549108;7
Paulicéia;2015;;67,43;4408;1130;6757;590;603;588;12,52;3536406;1781;26,35785112;25,63520871;0,997928075;7
Paulicéia;2016;;;;;6833;577;613;596;12,78;3536406;1786;26,13786038;;;7
Paulínia;2010;14141349,27;67,48;50897;8290;81825;6661;7352;7674;8,38;3536505;21687;26,50412466;16,28779692;0,082468683;30
Paulínia;2011;9804973,48;67,82;54801;8946;84310;6800;7456;7865;8,69;3536505;22121;26,23769422;16,32451963;0,080441229;30
Paulínia;2012;8461729,32;69,95;58733;9488;86873;6941;7559;8058;9,01;3536505;22558;25,96664096;16,15446172;0,080519839;30
Paulínia;2013;10984788,14;72,62;62902;9681;89511;7081;7661;8253;9,34;3536505;22995;25,68958005;15,39060761;0,081129694;30
Paulínia;2014;14655384,11;72,63;66399;9860;92231;7221;7760;8452;9,69;3536505;23433;25,40685887;14,84962123;0,078747926;30
Paulínia;2015;;72,09;68678;9962;95033;7362;7859;8652;10,04;3536505;23873;25,12074753;14,5053729;0,07585786;30
Paulínia;2016;;;;;96955;7323;7932;8687;10,42;3536505;23942;24,69393017;;;30
Paulistânia;2010;18550,64;65,91;417;76;1779;143;146;135;14,17;3536570;424;23,83361439;18,22541966;3,704890388;31
Paulistânia;2011;26315,37;60;449;77;1779;146;145;136;14,56;3536570;427;24,00224845;17,14922049;3,372681282;31
Paulistânia;2012;23478,3;67,03;512;86;1778;150;144;137;15,02;3536570;431;24,24071991;16,796875;3,769966254;31
Paulistânia;2013;22071,01;70,41;562;92;1778;161;142;137;15,52;3536570;440;24,74690664;16,37010676;3,960067492;31
Paulistânia;2014;25092,21;60,42;639;101;1777;157;139;140;16,04;3536570;436;24,53573438;15,80594679;3,400112549;31
Paulistânia;2015;;59,38;711;122;1777;158;137;140;16,71;3536570;435;24,47945976;17,15893108;3,341586944;31
Paulistânia;2016;;;;;1775;158;140;139;16,96;3536570;437;24,61971831;;;31
Paulo de Faria;2010;154802,28;66,12;2575;274;8588;712;744;730;13,78;3536604;2186;25,45412203;10,6407767;0,769911504;39
Paulo de Faria;2011;158625,73;63,03;2753;305;8578;708;735;725;13,98;3536604;2168;25,27395663;11,0788231;0,734786664;39
Paulo de Faria;2012;156267,32;61,24;2985;358;8568;703;719;718;14,23;3536604;2140;24,97665733;11,99329983;0,714752568;39
Paulo de Faria;2013;174798,37;63,86;3192;382;8558;697;704;718;14,45;3536604;2119;24,76045805;11,96741855;0,746202384;39
Paulo de Faria;2014;176438,13;63,59;3443;418;8548;691;690;718;14,73;3536604;2099;24,55545157;12,14057508;0,743916706;39
Paulo de Faria;2015;;57;3565;437;8538;686;677;703;14,99;3536604;2066;24,19770438;12,25806452;0,667603654;39
Paulo de Faria;2016;;;;;8534;664;674;701;15,32;3536604;2039;23,89266464;;;39
Pederneiras;2010;1313295,01;68,16;20759;5897;41454;3723;3540;3551;11,5;3536703;10814;26,08674676;28,40695602;0,164423216;66
Pederneiras;2011;1474799,77;70,82;22465;6524;41876;3741;3612;3589;11,76;3536703;10942;26,12952527;29,04073002;0,169118349;66
Pederneiras;2012;1635552,47;71,38;24023;6985;42302;3745;3685;3626;12,02;3536703;11056;26,1358801;29,07630188;0,168739067;66
Pederneiras;2013;1859204,97;68,79;25847;7474;42733;3755;3756;3663;12,29;3536703;11174;26,14840989;28,91631524;0,160976295;66
Pederneiras;2014;1908599,46;68,36;27622;7902;43169;3764;3834;3699;12,55;3536703;11297;26,16924182;28,6076316;0,158354375;66
Pederneiras;2015;;65,25;28785;8234;43608;3770;3904;3734;12,82;3536703;11408;26,16033755;28,60517631;0,149628509;66
Pederneiras;2016;;;;;43993;3631;3908;3800;13,17;3536703;11339;25,77455504;;;66
Pedra Bela;2010;42053,9;55,02;2251;670;5779;476;461;454;14,83;3536802;1391;24,06990829;29,76454909;0,952067832;11
Pedra Bela;2011;45842,31;62,12;2585;766;5799;484;463;455;15,3;3536802;1402;24,17658217;29,63249516;1,071219176;11
Pedra Bela;2012;51630;66,89;2858;828;5818;493;464;454;15,81;3536802;1411;24,25232039;28,97130861;1,149707803;11
Pedra Bela;2013;63926,09;65,54;3110;871;5839;496;466;455;16,32;3536802;1417;24,26785408;28,00643087;1,122452475;11
Pedra Bela;2014;64510,94;65,32;3339;935;5859;500;467;454;16,88;3536802;1421;24,25328554;28,00239593;1,114866018;11
Pedra Bela;2015;;59,59;3506;970;5879;496;469;454;17,43;3536802;1419;24,13675795;27,66685682;1,013607756;11
Pedra Bela;2016;;;;;5896;467;480;455;17,74;3536802;1402;23,77883311;;;11
Pedranópolis;2010;32494,06;76,42;1140;279;2559;174;164;192;17,9;3536901;530;20,71121532;24,47368421;2,986322782;8
Pedranópolis;2011;33132,41;70,48;1224;310;2542;174;164;184;18,45;3536901;522;20,5350118;25,32679739;2,772619984;8
Pedranópolis;2012;37341,86;55,24;1365;341;2527;173;164;176;18,92;3536901;513;20,30075188;24,98168498;2,185991294;8
Pedranópolis;2013;41801,58;60;1447;350;2510;172;164;168;19,6;3536901;504;20,07968127;24,18797512;2,390438247;8
Pedranópolis;2014;44877,04;70,87;1507;352;2494;171;164;161;20,29;3536901;496;19,88773055;23,35766423;2,841619888;8
Pedranópolis;2015;;71,57;1557;359;2478;171;164;154;20,9;3536901;489;19,73365617;23,05716121;2,888216303;8
Pedranópolis;2016;;;;;2467;169;164;155;21,56;3536901;488;19,78111066;;;8
Pedregulho;2010;660162,15;62,7;5885;900;15694;1406;1488;1336;11,97;3537008;4230;26,95297566;15,2931181;0,399515738;49
Pedregulho;2011;748906,11;61,81;6294;943;15755;1384;1466;1356;12,26;3537008;4206;26,69628689;14,98252304;0,392319898;49
Pedregulho;2012;825229,96;58,33;6842;1031;15816;1362;1435;1375;12,56;3537008;4172;26,37835104;15,06869336;0,368803743;49
Pedregulho;2013;475499,63;54,8;7413;1132;15878;1340;1410;1394;12,87;3537008;4144;26,09900491;15,27047079;0,345131629;49
Pedregulho;2014;515208,98;60,72;7899;1214;15940;1318;1385;1412;13,19;3537008;4115;25,81555834;15,36903405;0,380928482;49
Pedregulho;2015;;68,5;8251;1231;16002;1294;1358;1431;13,54;3537008;4083;25,51556055;14,91940371;0,428071491;49
Pedregulho;2016;;;;;16057;1259;1339;1407;13,94;3537008;4005;24,94239273;;;49
Pedreira;2010;756060,88;74,32;23894;9386;41501;3223;3817;3867;11,69;3537107;10907;26,28129443;39,28182807;0,179080022;13
Pedreira;2011;849938,71;70,98;25562;9996;42039;3235;3753;3920;11,96;3537107;10908;25,94733462;39,10492137;0,168843217;13
Pedreira;2012;896423,2;66,91;27178;10610;42583;3245;3687;3970;12,24;3537107;10902;25,60176596;39,03892855;0,157128432;13
Pedreira;2013;957928,97;69,44;28774;11128;43135;3254;3622;4022;12,51;3537107;10898;25,26486612;38,67380274;0,16098296;13
Pedreira;2014;1025557,46;71,26;30369;11664;43693;3262;3557;4074;12,8;3537107;10893;24,93076694;38,40758668;0,163092486;13
Pedreira;2015;;70,31;31513;12088;44259;3268;3492;4122;13,08;3537107;10882;24,58708963;38,35877257;0,158860345;13
Pedreira;2016;;;;;44707;3185;3490;4044;13,49;3537107;10719;23,97611112;;;13
Pedrinhas Paulista;2010;52317,69;65,99;1421;285;2939;244;242;199;13,92;3537156;685;23,30724736;20,05629838;2,245321538;12
Pedrinhas Paulista;2011;54925,08;56,86;1555;290;2947;254;241;206;14,18;3537156;701;23,78690193;18,64951768;1,929419749;12
Pedrinhas Paulista;2012;62441,91;66,89;1674;315;2954;248;242;214;14,56;3537156;704;23,83209208;18,8172043;2,264387271;12
Pedrinhas Paulista;2013;72072,63;75;1766;331;2962;248;242;223;14,96;3537156;713;24,07157326;18,74292186;2,532072924;12
Pedrinhas Paulista;2014;69502,87;62;1847;344;2969;254;240;229;15,39;3537156;723;24,35163355;18,62479697;2,0882452;12
Pedrinhas Paulista;2015;;62,07;1911;348;2977;246;240;238;15,85;3537156;724;24,31978502;18,21036107;2,084984884;12
Pedrinhas Paulista;2016;;;;;2983;233;249;237;16,39;3537156;719;24,10325176;;;12
Pedro de Toledo;2010;92048,49;50,7;1858;435;10195;898;680;712;13,63;3537206;2290;22,46199117;23,41227126;0,497302599;11
Pedro de Toledo;2011;91166,9;53,28;2047;480;10270;927;721;708;13,91;3537206;2356;22,9406037;23,44894968;0,5187926;11
Pedro de Toledo;2012;100445,75;55,57;2236;507;10345;956;763;703;14,21;3537206;2422;23,41227646;22,6744186;0,537167714;11
Pedro de Toledo;2013;120785,36;56,86;2533;551;10421;986;808;696;14,52;3537206;2490;23,89406007;21,75286222;0,545629018;11
Pedro de Toledo;2014;120780,73;59,16;2792;620;10497;1014;854;690;14,79;3537206;2558;24,3688673;22,20630372;0,563589597;11
Pedro de Toledo;2015;;56,01;2969;678;10574;1047;901;683;15,1;3537206;2631;24,88178551;22,83597171;0,529695479;11
Pedro de Toledo;2016;;;;;10653;1025;931;723;15,37;3537206;2679;25,14784568;;;11
Penápolis;2010;873794,33;78,42;34255;12283;58477;4678;4624;4768;15,08;3537305;14070;24,06074183;35,85753905;0,134104007;91
Penápolis;2011;1004344,74;68,83;36949;13291;58729;4611;4644;4749;15,42;3537305;14004;23,84511911;35,97120355;0,117199339;91
Penápolis;2012;1160047,67;74,92;39700;14205;58982;4547;4664;4727;15,75;3537305;13938;23,63093825;35,78085642;0,127021803;91
Penápolis;2013;1190638,81;75,3;42294;14965;59237;4481;4683;4707;16,09;3537305;13871;23,41610818;35,38326949;0,127116498;91
Penápolis;2014;1334820,96;79,47;44528;15603;59492;4414;4700;4685;16,42;3537305;13799;23,19471526;35,04087316;0,133580986;91
Penápolis;2015;;74,43;46247;16141;59749;4349;4716;4662;16,77;3537305;13727;22,97444309;34,90172336;0,124571123;91
Penápolis;2016;;;;;59953;4212;4646;4679;17,19;3537305;13537;22,57935383;;;91
Pereira Barreto;2010;377620,19;73,63;10876;3218;24963;2105;2025;1808;14,8;3537404;5938;23,78720506;29,58808385;0,294956536;91
Pereira Barreto;2011;439987,94;76,4;11670;3468;25010;2064;2033;1840;15,06;3537404;5937;23,7385046;29,71722365;0,305477809;91
Pereira Barreto;2012;507540,04;74,75;12645;3687;25057;2027;2041;1872;15,33;3537404;5940;23,70595043;29,15776987;0,298319831;91
Pereira Barreto;2013;532817,47;65,67;13597;3866;25105;1988;2047;1904;15,6;3537404;5939;23,6566421;28,43274252;0,261581358;91
Pereira Barreto;2014;577263,09;63,57;14459;4056;25151;1950;2047;1936;15,85;3537404;5933;23,5895193;28,05173248;0,25275337;91
Pereira Barreto;2015;;60,07;15028;4237;25199;1911;2055;1968;16,12;3537404;5934;23,54855351;28,1940378;0,238382475;91
Pereira Barreto;2016;;;;;25237;1829;2015;1979;16,43;3537404;5823;23,07326544;;;91
Pereiras;2010;103648,21;51,49;2597;461;7443;622;658;640;13,62;3537503;1920;25,79604998;17,75125144;0,691790945;29
Pereiras;2011;120299,78;58,22;2872;534;7544;626;664;656;13,91;3537503;1946;25,79533404;18,59331476;0,77173913;29
Pereiras;2012;124684,94;52,01;3130;573;7648;630;665;675;14,25;3537503;1970;25,7583682;18,30670927;0,680047071;29
Pereiras;2013;125093,05;62,57;3429;634;7752;633;670;690;14,55;3537503;1993;25,70949432;18,4893555;0,807146543;29
Pereiras;2014;128905,66;59,04;3645;662;7858;638;675;711;14,86;3537503;2024;25,75719012;18,16186557;0,751336218;29
Pereiras;2015;;53,85;3752;658;7965;642;679;719;15,23;3537503;2040;25,61205273;17,53731343;0,676082863;29
Pereiras;2016;;;;;8056;629;680;725;15,49;3537503;2034;25,24826216;;;29
Peruíbe;2010;649577,29;76,32;20423;5992;59698;4977;4216;4243;14,96;3537602;13436;22,50661664;29,33947021;0,127843479;15
Peruíbe;2011;930836,96;78,66;22852;6626;60340;5119;4375;4257;15,19;3537602;13751;22,78919456;28,99527394;0,130361286;15
Peruíbe;2012;1105187,65;81,22;25426;7174;60989;5262;4538;4268;15,41;3537602;14068;23,06645461;28,21521277;0,133171556;15
Peruíbe;2013;1265518,52;80,48;27643;7593;61644;5406;4705;4278;15,64;3537602;14389;23,34209331;27,4680751;0,130556096;15
Peruíbe;2014;1416759,14;80,93;29745;8065;62307;5554;4875;4285;15,86;3537602;14714;23,61532412;27,11380064;0,129889098;15
Peruíbe;2015;;76,21;30988;8413;62977;5700;5051;4291;16,08;3537602;15042;23,88491036;27,14921905;0,121012433;15
Peruíbe;2016;;;;;63609;5509;5187;4445;16,25;3537602;15141;23,80323539;;;15
Piacatu;2010;63576,62;60,97;1824;399;5281;455;459;421;15,17;3537701;1335;25,27930316;21,875;1,15451619;9
Piacatu;2011;59268,16;72,45;1998;440;5343;449;472;436;15,31;3537701;1357;25,39771664;22,02202202;1,355979787;9
Piacatu;2012;65754,07;72,03;2187;481;5406;446;481;451;15,46;3537701;1378;25,49019608;21,99359854;1,332408435;9
Piacatu;2013;72433,21;70,98;2414;531;5469;439;488;466;15,63;3537701;1393;25,47083562;21,996686;1,297860669;9
Piacatu;2014;76512,21;65,87;2581;543;5534;435;493;483;15,81;3537701;1411;25,49692808;21,03835723;1,19027828;9
Piacatu;2015;;72,47;2712;555;5599;430;494;500;15,98;3537701;1424;25,43311306;20,46460177;1,294338275;9
Piacatu;2016;;;;;5656;414;487;513;16,2;3537701;1414;25;;;9
Piedade;2010;606801,05;68,02;21527;6151;52126;4519;4286;4293;12,62;3537800;13098;25,12757549;28,57341943;0,130491501;92
Piedade;2011;683663,54;68,87;23402;6820;52255;4555;4309;4264;12,94;3537800;13128;25,12295474;29,14280831;0,131796;92
Piedade;2012;730969,19;73,55;25261;7244;52385;4595;4328;4233;13,25;3537800;13156;25,11405937;28,67661613;0,140402787;92
Piedade;2013;960431,83;70,91;27269;7635;52515;4630;4347;4199;13,57;3537800;13176;25,08997429;27,99882651;0,135028087;92
Piedade;2014;1129675,02;72,89;29130;8043;52645;4657;4364;4165;13,89;3537800;13186;25,04701301;27,61071061;0,138455694;92
Piedade;2015;;69,85;30880;8380;52776;4692;4379;4129;14,21;3537800;13200;25,0113688;27,1373057;0,132351827;92
Piedade;2016;;;;;52927;4453;4425;4159;14,63;3537800;13037;24,63204036;;;92
Pilar do Sul;2010;236405,57;68,01;12277;3144;26385;2454;2261;2168;12,07;3537909;6883;26,08679174;25,6088621;0,257760091;65
Pilar do Sul;2011;292756,37;69,17;13843;3524;26574;2444;2292;2179;12,3;3537909;6915;26,02167532;25,45690963;0,260292015;65
Pilar do Sul;2012;334665,38;69,56;15440;3778;26765;2434;2323;2188;12,56;3537909;6945;25,9480665;24,46891192;0,25989165;65
Pilar do Sul;2013;405189,47;72,03;17119;4079;26957;2420;2353;2196;12,82;3537909;6969;25,85228327;23,82732636;0,267203324;65
Pilar do Sul;2014;449225,08;73,15;18190;4309;27151;2409;2382;2204;13,05;3537909;6995;25,76332363;23,68884002;0,269419174;65
Pilar do Sul;2015;;70,82;19008;4494;27345;2394;2410;2211;13,31;3537909;7015;25,6536844;23,64267677;0,258987018;65
Pilar do Sul;2016;;;;;27518;2331;2397;2242;13,65;3537909;6970;25,32887565;;;65
Pindamonhangaba;2010;3855906,32;68,63;60010;13782;146807;12504;12760;13515;10,2;3538006;38779;26,41495297;22,9661723;0,046748452;90
Pindamonhangaba;2011;4514386,2;69;65796;15279;148593;12657;12842;13513;10,59;3538006;39012;26,25426501;23,2217764;0,046435566;90
Pindamonhangaba;2012;5145267,67;71,92;71572;16405;150401;12807;12920;13503;10,99;3538006;39230;26,08360317;22,92097468;0,047818831;90
Pindamonhangaba;2013;5691879,09;73,67;76384;17252;152230;12952;12992;13490;11,4;3538006;39434;25,90422387;22,58588186;0,048393878;90
Pindamonhangaba;2014;6227819,98;73,52;80375;18181;154082;13094;13059;13470;11,82;3538006;39623;25,7155281;22,62021773;0,047714853;90
Pindamonhangaba;2015;;69,84;83230;18915;155957;13230;13121;13442;12,26;3538006;39793;25,51536642;22,72618046;0,044781574;90
Pindamonhangaba;2016;;;;;157459;12825;13229;13475;12,71;3538006;39529;25,10431287;;;90
Pindorama;2010;195578,27;50,75;5403;1069;15022;1139;1295;1327;15,86;3538105;3761;25,03661297;19,78530446;0,337837838;20
Pindorama;2011;196166,32;55,89;5957;1237;15163;1133;1287;1352;16,01;3538105;3772;24,87634373;20,76548598;0,368594605;20
Pindorama;2012;227703,97;51,75;6585;1378;15306;1129;1276;1365;16,19;3538105;3770;24,63086371;20,92634776;0,338102705;20
Pindorama;2013;274359,9;55,11;7160;1511;15451;1123;1267;1375;16,37;3538105;3765;24,36735486;21,10335196;0,356675943;20
Pindorama;2014;286674,46;56,62;7666;1574;15596;1116;1255;1404;16,56;3538105;3775;24,20492434;20,53222019;0,363041806;20
Pindorama;2015;;42,35;8005;1666;15743;1111;1245;1414;16,75;3538105;3770;23,94715111;20,8119925;0,269008448;20
Pindorama;2016;;;;;15844;1077;1232;1397;16,97;3538105;3706;23,39055794;;;20
Pinhalzinho;2010;134519,99;60,79;5336;1115;13086;1047;1045;1008;16,02;3538204;3100;23,6894391;20,8958021;0,464542259;21
Pinhalzinho;2011;150402,26;61,32;5859;1231;13257;1063;1070;1037;16,3;3538204;3170;23,9118956;21,01041133;0,462548088;21
Pinhalzinho;2012;163935,56;60,25;6472;1320;13430;1079;1093;1067;16,61;3538204;3239;24,11764706;20,39555006;0,448622487;21
Pinhalzinho;2013;202644,52;57,69;7056;1406;13606;1097;1113;1098;16,93;3538204;3308;24,31280318;19,92630385;0,424004116;21
Pinhalzinho;2014;220137,77;58,84;7622;1497;13784;1112;1138;1128;17,22;3538204;3378;24,50667441;19,6405143;0,426871735;21
Pinhalzinho;2015;;59,19;8146;1561;13964;1128;1158;1159;17,55;3538204;3445;24,6705815;19,16277928;0,42387568;21
Pinhalzinho;2016;;;;;14119;1098;1173;1186;17,91;3538204;3457;24,48473688;;;21
Piquerobi;2010;39778,06;63,59;1020;211;3537;309;271;259;15,83;3538303;839;23,72066723;20,68627451;1,797851286;22
Piquerobi;2011;41151,45;58,7;1131;226;3536;306;277;258;16,06;3538303;841;23,78393665;19,98231653;1,660067873;22
Piquerobi;2012;44327;52,84;1250;245;3535;296;282;259;16,32;3538303;837;23,67751061;19,6;1,49476662;22
Piquerobi;2013;48322,75;64,63;1357;265;3535;278;292;260;16,58;3538303;830;23,47949081;19,52837141;1,828288543;22
Piquerobi;2014;52768,31;66,67;1472;283;3534;267;299;260;16,89;3538303;826;23,3729485;19,22554348;1,886530843;22
Piquerobi;2015;;54,36;1551;295;3533;258;300;261;17,18;3538303;819;23,18143221;19,01998711;1,53863572;22
Piquerobi;2016;;;;;3534;250;299;267;17,57;3538303;816;23,08998302;;;22
Piquete;2010;90841,39;58,41;4210;825;14116;1207;1153;1033;14,45;3538501;3393;24,03655426;19,59619952;0,413785775;25
Piquete;2011;104873,1;58,64;4497;904;14058;1160;1151;1042;14,84;3538501;3353;23,85118794;20,10229042;0,417129037;25
Piquete;2012;110664,84;56,46;4795;945;14000;1125;1144;1050;15,25;3538501;3319;23,70714286;19,7080292;0,403285714;25
Piquete;2013;125447,91;59,78;5013;976;13942;1084;1142;1058;15,69;3538501;3284;23,55472673;19,46937961;0,428776359;25
Piquete;2014;134665,28;61,83;5312;1017;13884;1045;1143;1065;16,1;3538501;3253;23,42984731;19,14533133;0,445332757;25
Piquete;2015;;53,74;5544;1058;13826;1007;1135;1073;16,55;3538501;3215;23,2532909;19,08369408;0,388687979;25
Piquete;2016;;;;;13790;983;1101;1076;17,13;3538501;3160;22,91515591;;;25
Piracaia;2010;256488,27;61,25;10935;3274;25101;2119;2054;1982;13,41;3538600;6155;24,52093542;29,94055784;0,244014183;35
Piracaia;2011;284202,46;65,79;12186;3678;25218;2137;2065;1994;13,7;3538600;6196;24,56975176;30,18217627;0,260885082;35
Piracaia;2012;316118,45;71,03;13519;4013;25336;2154;2078;2006;13,98;3538600;6238;24,62109252;29,68414824;0,280352068;35
Piracaia;2013;367641,14;68,78;14622;4252;25455;2171;2086;2017;14,26;3538600;6274;24,64741701;29,07946929;0,270202318;35
Piracaia;2014;395388,6;71,1;15641;4482;25573;2183;2096;2027;14,53;3538600;6306;24,65881985;28,65545681;0,278027607;35
Piracaia;2015;;69,24;16311;4644;25693;2200;2103;2035;14,83;3538600;6338;24,66819756;28,47158359;0,269489744;35
Piracaia;2016;;;;;25811;2082;2122;2049;15,2;3538600;6253;24,22610515;;;35
Piracicaba;2010;12501662,48;78,77;222627;45214;364261;28515;31900;34251;12,5;3538709;94666;25,98850824;20,3093066;0,021624604;174
Piracicaba;2011;14732110,62;82,35;237353;49009;367004;28510;31342;33932;12,85;3538709;93784;25,55394492;20,64814854;0,022438448;174
Piracicaba;2012;16052653,03;82,01;251930;51909;369768;28492;30782;33605;13,22;3538709;92879;25,11818221;20,60453301;0,022178772;174
Piracicaba;2013;20294828,1;82,44;266401;54145;372553;28463;30217;33261;13,59;3538709;91941;24,67863633;20,32462341;0,022128395;174
Piracicaba;2014;22040590;82,12;277008;55831;375358;28420;29652;32910;13,97;3538709;90982;24,23872676;20,15501357;0,021877781;174
Piracicaba;2015;;80,89;284544;57067;378185;28366;29083;32548;14,35;3538709;89997;23,79708344;20,05559773;0,021389003;174
Piracicaba;2016;;;;;380494;27547;29060;31972;14,79;3538709;88579;23,27999916;;;174
Piraju;2010;356422,73;74,79;13212;2644;28470;2324;2312;2131;14,77;3538808;6767;23,76887952;20,0121102;0,262697576;97
Piraju;2011;402524,39;76,95;14352;3014;28489;2317;2303;2154;15,15;3538808;6774;23,77759837;21,00055741;0,270104251;97
Piraju;2012;483077,09;71,89;15324;3265;28508;2317;2292;2175;15,54;3538808;6784;23,79682896;21,3064474;0,252174828;97
Piraju;2013;531747,56;72,09;16276;3464;28528;2309;2283;2198;15,94;3538808;6790;23,80117779;21,28287048;0,252699103;97
Piraju;2014;558719,58;72,64;17070;3642;28547;2298;2272;2218;16,33;3538808;6788;23,77833047;21,33567663;0,254457561;97
Piraju;2015;;70,29;17900;3811;28566;2294;2259;2238;16,75;3538808;6791;23,77301687;21,29050279;0,246061752;97
Piraju;2016;;;;;28568;2219;2251;2230;17,18;3538808;6700;23,45281434;;;97
Pirajuí;2010;214410,83;80,06;8104;1825;22681;1699;2479;2489;13,65;3538907;6667;29,3946475;22,51974334;0,352982673;72
Pirajuí;2011;257564,65;81,72;8820;2034;22765;1680;2475;2493;13,85;3538907;6648;29,20272348;23,06122449;0,358972106;72
Pirajuí;2012;285387,28;77,13;9447;2232;22851;1663;2471;2492;14,06;3538907;6626;28,99654282;23,62654811;0,337534462;72
Pirajuí;2013;295336,96;76,61;10043;2347;22937;1644;2467;2495;14,27;3538907;6606;28,80062781;23,3695111;0,334001831;72
Pirajuí;2014;307336,98;74,12;10658;2487;23024;1625;2463;2497;14,48;3538907;6585;28,60059069;23,33458435;0,321924948;72
Pirajuí;2015;;74,54;11164;2578;23111;1606;2458;2497;14,69;3538907;6561;28,38907879;23,09208169;0,322530397;72
Pirajuí;2016;;;;;23140;1557;2441;2482;15,06;3538907;6480;28,00345722;;;72
Pirangi;2010;136153,41;80,66;5176;755;10618;817;857;931;15,8;3539004;2605;24,53381051;14,58655332;0,759653419;37
Pirangi;2011;144437,9;79,29;5568;852;10643;807;849;927;16,15;3539004;2583;24,26947289;15,30172414;0,744996711;37
Pirangi;2012;161490,98;84,71;5954;963;10668;798;842;900;16,54;3539004;2540;23,80952381;16,17400067;0,794056993;37
Pirangi;2013;186478,22;81,47;6411;1018;10694;788;834;886;16,92;3539004;2508;23,45240322;15,87895804;0,761829063;37
Pirangi;2014;198264,28;80,66;6726;1065;10718;777;825;871;17,32;3539004;2473;23,07333458;15,83407672;0,752565777;37
